,label,feature
2705,siren,"[-459.9370353794896, 215.54575204086285, 40.09577132862377, 35.09035389371663, 12.636954878090142, 11.431200389736073, 3.8719587119146293, -6.808189438127432, -3.0913044680832025, 8.254683536880853, 7.236918801504717, 2.6108715319792752, 4.552058468169399, 4.361730631457253, 4.4628649905310676, 1.8689073256737259, 1.5250105899608515, -0.9282765291799184, -0.06810056940359774, -1.1132579527393103]"
2706,siren,"[-463.6264112462246, 212.70533930839488, 39.81051684143442, 32.51794771618883, 16.221859631322594, 11.335237573137318, 2.1637948817819748, -7.898754947817147, -2.5851274045026615, 8.455430972090015, 6.605678415417397, 2.726716060782382, 4.455223635910872, 4.15934583374594, 4.147219781700062, 1.829998716096656, 2.0685772908717404, 2.149510803156719, 3.8478053120343763, 0.5899630672101666]"
2707,siren,"[-473.4543715843641, 211.5628941010705, 40.58824030158037, 32.74135197777377, 21.576641290099307, 12.64499455182474, 5.158367456401107, -4.335031900306144, 1.0026292881623953, 8.791963677492719, 5.466425634132746, 2.57199750379878, 2.048797879161161, 2.64013278491849, 3.8159423650969315, 1.7154736314769259, 0.9858370007295216, 2.3753547737867153, 5.342850286985067, 1.2420420936789551]"
2708,siren,"[-462.76020133029175, 212.72457300210837, 35.05264445508094, 31.230682119925095, 21.258933962864052, 10.76526390086491, 5.637915827288796, -3.3393649078296925, 2.9642286680048504, 10.875491572293456, 7.098255315450201, 4.104712033364548, 1.3237107590490529, 1.0499885290236555, 2.9345216220091457, 0.9213820802793269, 0.6183628590301031, 1.5457686223642748, 4.118028976231061, 1.488321539361572]"
2709,siren,"[-466.83653174431925, 213.6862995127554, 33.72361801355564, 30.072460706191364, 21.629941411018013, 12.521073767234242, 5.147924230533554, -3.982617398408161, 0.5519051480214576, 8.04979286114958, 3.9683223254737996, 2.2316277095806827, 2.064353500102619, 2.6569025933005954, 4.236696564647676, 2.3456311816956785, 3.405074687078729, 2.7895869758560434, 4.462366870614257, 1.9181364971185515]"
2710,siren,"[-470.9685634951582, 209.03949046933965, 32.966232213294916, 32.52599002907977, 21.097550540735554, 13.418661399769734, 5.142146214987429, -3.1634329220840764, 0.024153321457277794, 9.346937886025275, 5.4019154478152736, 2.7318748798774837, 0.9850618064207511, 0.3278267679394424, 1.7424686136222296, 1.6901216732988682, 3.8705394440690064, 3.2399481198184805, 6.127286602625164, 3.359378539869572]"
2711,siren,"[-480.81218434527824, 199.66147940388413, 39.233949145611454, 32.576535460128426, 21.303705860783055, 14.388990129938568, 5.635559519667617, -3.6359994155227437, -0.8014591640117084, 8.57580256723786, 4.904646273143365, 1.8455104693955948, 1.5354448151611713, 1.639696939173737, 2.637041351371041, 2.2793119064118494, 3.258216369515134, 3.8812190224544905, 7.251299459236252, 4.333272274373471]"
2712,siren,"[-535.2645501444532, 146.46289060691097, 37.44896076480923, 16.0528328925002, 12.265468357318827, 14.58923234192415, 5.23562954433213, -2.105676785657353, 0.4329261942774108, 6.316221117592916, 3.041308410457474, 3.0181665400482496, 8.556179096973874, 9.908128148747503, 6.597782675558285, 3.2160413517126734, 4.339804780691603, 2.5571831666363245, 1.6465966509959202, -0.508674303125273]"
2713,siren,"[-474.75041912330835, 217.64245089940542, 39.91346001228276, 33.30203441523224, 9.75321768987311, 13.324173965993662, 2.226647902185418, -8.332183544083993, -2.0119716358499398, 8.849050494991376, 10.015501424117954, 7.302894269688259, 5.832568589266189, 4.125913239315383, 0.6072804190002862, 0.2620997916167672, 3.337999715526654, -0.03110106785950454, 2.7117844327546616, -2.288244150560752]"
2714,siren,"[-472.2497311288228, 210.1344620620934, 48.377962507824584, 25.782025714705092, 15.282876669881247, 11.23221375559046, 2.8654388460312186, -8.581735592817054, -0.4583164528411942, 9.807059914950996, 10.736891829042936, 9.381310161956522, 6.253959766465164, 5.168374166700337, 0.6188996936463135, -0.4437332697765793, 2.5999015129591436, 0.8411588327856501, 2.071026297445055, -1.4222391991397438]"
2715,siren,"[-469.47196169029064, 214.2517976534633, 48.62252228896525, 27.21349792265466, 16.104355616094832, 10.661648924588421, 2.6568992517883747, -8.517836307410624, -1.3972903173336426, 9.574805221261501, 9.909222101808718, 8.343490913662029, 6.239093658988557, 5.035544505626665, 0.7932288564740718, -1.1081859726862275, 1.7865307264649601, 0.8391240829304611, 2.3229155752414683, -0.8015712956001793]"
2716,siren,"[-464.6205620606692, 217.63495914914637, 39.7185414024344, 32.77455075324753, 14.883861071661352, 10.535951545414068, 4.318890278888986, -7.791714561859708, -2.3649411935655382, 8.283413384648279, 7.158983722367385, 5.230545749533134, 5.161343828135058, 4.300236185368629, 1.5876900841967847, -0.8087694397432585, 0.8198461924888422, 0.17317516584323656, 2.905871952123518, -0.2161151172408483]"
2717,siren,"[-485.109081697273, 204.3157481889235, 40.692050605638556, 31.353110934850022, 15.9471980669257, 11.926001028277671, 4.877831205393757, -4.070793938479343, 1.2550890193659472, 12.189221709470456, 8.944783732778646, 4.501604835003173, 1.702673868324203, -0.10201518594792656, 0.009800660490850351, 0.10751291449196937, 1.8317035714270145, 1.4717297578398025, 5.379714358900713, 2.9434317837828923]"
2718,siren,"[-512.2916713061462, 195.66820378544443, 47.18418076952984, 28.125477271671105, 18.674784260679854, 14.77561581244011, 4.340759197832898, -2.830522780014522, 0.9334991396246186, 11.94966899938472, 7.926545660954632, 3.094601035584605, 2.6810566454711284, 2.331256538775416, 2.186638521377162, 1.686213574534831, 4.118119930850237, 3.481392521037891, 6.948368697708022, 3.6094457183062114]"
2719,siren,"[-509.6076017193557, 193.0652952419397, 51.94254018854838, 25.321273998774675, 21.164610021240804, 15.537008797675787, 4.446720301814682, -3.081081456965637, -0.22035924536983395, 8.453925325195446, 6.642705687014374, 2.7882079656658236, 4.691808718209945, 6.2463190668238076, 4.3202040091992036, 2.1628570914167735, 3.733922490103168, 3.424852955034547, 5.45363264255572, 2.60512040045679]"
2720,siren,"[-510.42166062710174, 193.03516480435033, 52.15700924103887, 25.57346580290677, 21.445728285711635, 15.18943439413274, 3.5080189122533056, -1.293485213238789, 2.8322587112753443, 11.143789397859685, 9.830846733066979, 5.239297513948186, 4.196860671982319, 3.870922676897677, 3.2395267282992313, 1.4144493946877745, 2.4311162321649293, 2.050824084688115, 4.842712174956422, 3.204142070866827]"
2721,siren,"[-512.6360773897961, 194.12020441630165, 52.169568445220705, 28.126926718075968, 22.841707024594786, 17.800466878195643, 4.926338107988479, -1.183344386984412, 0.899776680126564, 8.19057325119875, 5.671548776104748, 2.6879886030807123, 4.687156287094538, 5.743224108132906, 5.548123994959965, 2.231210796012515, 3.7729684035652293, 3.8686917396892198, 6.151203653675288, 2.732789637543777]"
2722,siren,"[-361.0537406482944, 111.9163891599419, 26.20590885697461, -6.586659747976368, -4.029108728513659, 2.4072319765975907, 1.5571853410941117, -6.056518730406476, -3.9395608060677967, 8.056372010887616, 13.299539893346028, 8.999119771529474, 2.100713716691904, -0.024051483999564784, 5.659785849465183, 8.338068243906543, 0.9123077925141445, -4.3195337811676255, -0.2159579818463311, 4.776704682275553]"
2723,siren,"[-419.2763506623176, 151.19853178875167, 26.251018104086597, -4.383341212429524, 8.217012542776361, 8.184378925910385, 4.294316486841159, -3.8021812377620017, -9.526087789903505, -1.628770573319751, 5.830429842735067, 3.194487231476975, 1.9948371212792506, 9.10014642898041, 15.518810249142335, 11.488098505868695, 1.2196733647284, -2.9459491390112804, -0.09397913321192562, 0.6795602260806056]"
2724,siren,"[-534.5419770015129, 140.1185352474831, 41.47188568525491, 12.483982007986903, 10.697241694268717, 5.399879146104813, 3.478450444712887, -3.0458502483528456, -5.918141464347874, 3.464096691111538, 11.905080747807993, 11.841288422572788, 9.008672052426627, 10.181377111718763, 11.693426998331269, 5.992508801060926, -0.9455146242096784, -1.0449550533148926, 1.0064288896708198, 0.9612408847204299]"
2725,siren,"[-658.8660260056078, 150.26701629570874, 53.862608991574774, 16.98259983884918, 12.522684694316446, 4.420123578006953, 3.196640852607506, 2.6394454936859013, -5.328601574107134, -1.6422159393228286, 12.99897143805041, 15.94400921736861, 8.048884938528904, 8.54733010409182, 10.095982153110272, 2.7431852474436003, -1.5893522866155387, 5.098877980251656, 6.064738239361285, -0.3350924234705906]"
2726,siren,"[-662.2448549705097, 142.60579637659018, 39.63578300127473, 1.8209626701995658, 3.7059244486163103, -0.3249492801108658, -0.6892304020688941, 1.3827544315336773, -4.157221424980722, 0.938566841060474, 17.17155752611331, 17.98537481502003, 3.6756908441594387, 0.7575921569017634, 4.813807099088314, 0.7048341021014595, -0.6650861384359511, 7.067199297815889, 7.173772278174829, -0.5814917660087965]"
2727,siren,"[-665.8663539291908, 138.98113826837482, 34.61445162076049, -6.95854358563192, -4.441763384357002, -5.6616614116151265, -4.907939268025852, -0.8138182742520854, -2.5989825042922856, 3.024022502963228, 16.5283542220126, 15.078998776838397, 0.38717690990013226, -0.5225772321832958, 6.439527621070916, 4.054982437137774, 1.3661073294115766, 6.260860151195284, 4.833492230418586, -2.3985824180214848]"
2728,siren,"[-695.2139508786853, 116.78792917597531, 41.07426501794996, 4.3635078686660504, -3.616294138137451, -7.978191703363046, -3.948858434880335, 1.702482752292831, -2.268568409976946, 0.15291231787403772, 12.365937835647575, 11.9740399108975, 0.5151569811317375, 3.288408596640832, 11.440644411986908, 7.526047150021702, 2.4652315340191953, 6.234435140305204, 4.437481456524879, -2.5925282773262865]"
2729,siren,"[-710.9210620463788, 102.11037925594711, 42.47782988757584, 12.170274437125398, -3.626047665369708, -12.56150872836913, -6.222754693528048, 1.2713370161231627, -0.8693713567245587, 2.479329396660627, 15.1571024557872, 16.067481515817672, 3.7730002803755984, 3.2485207525904, 9.77502535679861, 5.559353810548209, 1.0228861241359943, 5.9489894748869006, 4.081935851070969, -3.2435815579118175]"
2730,siren,"[-715.5579334386672, 97.57939247978415, 44.08359452652749, 15.421154141090756, -5.317453614532196, -17.055253541310545, -8.602123952932066, 0.7187059941131734, -0.31653793927002694, 1.4289553852742762, 11.220211702907653, 13.249341133770988, 3.8887956610632743, 4.142937820736994, 10.579324831013258, 6.205561601614587, 0.6819378807790107, 5.169922913791989, 3.522916268294677, -3.529587312731685]"
2731,siren,"[-495.0236035949371, 189.89141755651778, 39.098066070777634, 40.27656835887054, 11.60301380312503, 17.728182920255552, 9.431744474202711, 0.144554434014556, -1.011521379515326, 12.841764444875698, 7.2678792138475625, 2.853824380326053, 1.9658351556120384, 1.7836224739001814, 0.26249523918166023, -5.017947095019489, -0.30638252814814987, -1.4548006460877732, 3.972215536525768, -1.3354477957834936]"
2732,siren,"[-493.3741018699364, 195.1200383139504, 41.82732028387641, 41.685340609038086, 12.448905367283599, 16.65465599120592, 8.297122032897251, -1.4015301515892562, -3.369276161762947, 8.102531157396431, 3.0359023144071706, 0.27242351627596256, 0.9906322382936353, 2.7501150150883285, 3.813494676277901, -2.6312923808598607, 0.5872137303384537, -0.012667337739576989, 4.708298542943804, -0.3907850984155928]"
2733,siren,"[-506.3541581947468, 201.21414509404678, 37.64482257977189, 39.70956746794861, 15.916895010090839, 18.450539799584316, 3.5895686663212882, -3.6758330392537046, -3.8677799503027015, 8.107753504169322, 2.2894176734343, -0.16963783175766273, 3.1766496420027366, 4.970721107490713, 5.887616696957905, 0.8049080317987916, 2.049631028174614, 1.8721262839761204, 5.2828344146812, -0.011491488741851909]"
2734,siren,"[-524.9861465562057, 185.76128724601963, 32.83987395014252, 35.611448466989515, 13.375504787175101, 17.384899504706933, 3.8885966804710814, -0.7619616381654176, 1.0120537046095213, 12.928282418570243, 6.710126449658096, 2.352219714494142, 3.0804339597066526, 2.4038839824637805, 2.6861199445076607, -0.6033596034667483, 1.1976184891162023, 2.840792917880081, 7.634011439437485, 2.909423319974337]"
2735,siren,"[-544.7683354483298, 168.3724304567952, 24.88215698418847, 30.300072783046183, 9.327153904204291, 15.656284915282454, 3.8584474229542987, -1.0942256278106646, 0.15122753823773183, 13.434245259070419, 6.138206927695679, 2.1543330357190973, 3.375923416932664, 4.517263475170474, 4.894453738049, 1.72046363330863, 3.1534553305883883, 3.015162769917926, 8.242990277383393, 3.772728617012442]"
2736,siren,"[-538.9770153589072, 168.69210466372135, 25.436575171037045, 34.20198053186584, 10.576566369054127, 18.128192946662665, 6.296550429766044, 0.026704177017550172, -1.5977210998301385, 12.187821282627421, 5.27408018438779, 1.0894705142766512, 3.4561656954990547, 6.163562783509776, 6.3617514629063585, 2.2870452736083924, 3.3198090880878732, 1.816931519941945, 6.877774354277386, 1.296733274702908]"
2737,siren,"[-484.6468683046589, 167.49559687591758, 53.24491785093426, 28.48546595846623, 16.169436262278413, 11.8473086644826, 7.704090299263359, -2.515566175410482, 0.576526944991831, 13.866569192217895, 11.467575770739852, 3.9248353669902056, 3.092196176301944, 2.8384093805614206, 0.25686666769288385, -0.4788002714009308, 0.17574531199000987, -0.5179879115032021, 2.692383268597124, 0.22312107051016716]"
2738,siren,"[-459.22208149476614, 185.01585304565177, 53.34712448222936, 29.026645060848093, 13.913680380669035, 7.327057652252445, 5.769076187246539, -6.674610848163559, -4.038949332416929, 11.411872796471398, 9.606135540027374, 4.739530035081957, 4.881360202441589, 3.5846560952744233, -1.3992220681894003, -1.9922969116840579, 0.5894316040658832, -1.2862714070640018, 1.607883367044506, -0.7614943557966941]"
2739,siren,"[-478.2710293563388, 202.78830057597602, 37.67690882007871, 39.82399212335256, 3.893596776376444, 14.130706269723584, 2.305578897563865, -5.4234970975356624, -5.362593172948465, 11.665418112519406, 9.284159826294486, 4.93414193726637, 6.5820158711072425, 3.700858474767253, -0.43438242137887373, -4.544372606697843, 2.555971875087934, -2.953959513055855, 2.5824295527454537, -1.168006139749532]"
2740,siren,"[-487.32645999390337, 204.7006641688524, 39.34823921853833, 40.84736347351337, 6.580810769475795, 14.659842690136056, 4.030104427867907, -4.770377157889722, -4.962665230768789, 11.188937548356789, 8.776285462112613, 4.865740721995535, 6.590279831540997, 3.776666389667378, 0.8977448468071144, -4.4361034353243545, 1.408960902786089, -2.8476467364061078, 2.801774504586928, -0.18117697038850372]"
2741,siren,"[-485.21130551500346, 204.86536465038415, 36.99697147388704, 44.10554894866022, 10.871120844532662, 16.99440347077131, 6.982763253978863, -3.03752617998561, -4.740704088059356, 7.692773382767258, 4.538543573595578, 1.8159321747532637, 3.4223910225105048, 3.4540998047379414, 3.731391606229806, -2.1777864297813583, 0.7274700983566601, -1.5463893401135624, 3.462318077868594, -0.8989562303688998]"
2742,siren,"[-489.08281477362925, 200.78626101266622, 28.98376788826458, 43.72939936310302, 8.28995835185171, 17.65473590878997, 5.396281911414078, -1.6157107042287826, -2.7360266596982816, 10.330045372933546, 5.162347374921312, 1.590254982923518, -0.5055109924735899, 0.5642083653602227, 1.2792917944455497, -1.5704143789891056, 1.4674080220479646, 0.7746090395919564, 5.9218207594307986, 1.1611961860932243]"
2743,siren,"[-499.83964692435177, 196.31092278386785, 41.90915518132883, 39.80760963294661, 10.08356306420762, 15.786786906318104, 2.119687784828559, -4.356644497944611, -4.97792848068909, 8.888113204773736, 1.8826801220865723, 1.6336454999901788, 5.513204832420837, 4.014025763815508, 3.6162598183038215, -1.8611949063958855, 3.858807584512593, 0.051862147025629725, 4.175448986317736, -0.3731897410674787]"
2744,siren,"[-508.7020441541768, 194.69105690379752, 31.953477561823885, 40.29690101764821, 9.524622605936662, 18.12042330571855, 3.8542812531162034, -3.062605705915276, -2.042970514475493, 11.46175432713122, 5.56134706579948, 1.8193658706153362, 1.1643968028514544, 2.8959045604527076, 2.2054695281781767, -0.9127652736177903, 2.599510275860063, 2.391099732285949, 7.615743741274191, 2.3030843628193707]"
2745,siren,"[-524.7259955776956, 192.64736624336288, 40.01913104323552, 38.405444442605045, 13.655134947826136, 19.512330377077536, 2.823003367795854, -3.963026962957877, -2.246960466018461, 10.236881701530901, 3.467594395199022, 1.488038214193482, 4.069499078074371, 5.075055698348307, 4.7227419920794995, 0.5740805631753697, 3.637790828526346, 1.5566722423589778, 7.025431295915559, 1.2963502049829583]"
2746,siren,"[-496.3305276982064, 202.4471345180083, 37.80063265082847, 36.776129004061886, 4.10010559100378, 15.188792870355012, -5.372990409919444, -6.155951435817073, -4.86133841402883, 15.441595015783504, 6.302578091072164, 6.785837300411999, 10.236728314692561, 5.951201252118738, 1.071721069299524, -3.2462275552310773, 5.125795934603167, -1.5609090691711276, 4.776174058240772, 0.5926233630252105]"
2747,siren,"[-500.9684096186832, 203.87746329342318, 38.53204708327235, 35.79651498835358, 6.084526840828887, 15.416701402739779, -3.9190857404228843, -4.795707540442181, -3.6939967675393306, 14.655208194995033, 6.72138298589601, 6.155641480400069, 8.385969061638768, 6.835756263471249, 2.623484100064341, -1.3326993557283655, 4.369435842649652, -1.9621842438926367, 5.012862161766917, 0.5684248519678141]"
2748,siren,"[-507.82331354331745, 201.86455831176852, 41.303520026523415, 36.74953606911826, 13.718864373991469, 17.124714785094252, 0.9089231977080175, -3.718512201556495, -3.72635264899987, 10.162339207585825, 3.146785890425747, 2.2081162418228626, 4.500649730452328, 5.920190944728668, 4.480098358226098, -0.2524137960954562, 3.7157104258583176, -1.0280104675744266, 6.914234940900014, -0.06908688415929543]"
2749,siren,"[-505.0582206872299, 203.90002869686802, 38.88834111837838, 36.80354567209734, 16.70393303056307, 16.432399743251057, 2.557453272771845, -1.9215209123977228, -1.22817347378803, 12.370048679636309, 4.305410624804264, 1.6553653191907969, 1.0272049975577138, 2.648097362101526, 2.602322183721763, 0.19785278419840263, 3.8944855543949646, -0.09427470197442683, 8.622251334645126, 1.8165641739821132]"
2750,siren,"[-499.0061215439618, 206.39519758424743, 34.731774310037025, 36.88810155386328, 14.716912891204723, 15.247635093458598, 2.6717321959332985, -1.3016645634820736, -0.970320252678234, 12.935133384071289, 5.268227525864394, 2.509060728405983, 1.138338361009988, 2.1070100139417263, 2.8683854065946197, 0.3374607077301778, 2.3378289493939532, -1.3518967842930327, 6.5351717529674955, 1.667723752838348]"
2751,siren,"[-497.5512093537361, 206.5835858381701, 34.47341993108619, 37.50852201748205, 12.835675616695987, 16.543801017178982, 3.230148356983442, -2.689313154670338, -3.6148206743174605, 10.286565062928616, 3.4526683968215752, 1.4232442621573589, 1.6443639886851797, 4.068538262688655, 5.173536196825138, 0.8287598783058894, 2.67323882462693, -0.7075214959574049, 5.838488307152094, 1.0238430846562425]"
2752,siren,"[-503.94780201409355, 207.2010537155678, 36.89413288496191, 37.96405065736562, 14.604886262866112, 15.765892033288475, 3.6308298100285032, -4.0641909434727275, -2.58379485142949, 12.137208542709962, 5.389210897334244, 2.1328708735164814, 1.832855581335961, 3.327326351869952, 4.745828055860269, 1.033826242314987, 2.432655031632421, -0.22302617490311127, 4.5016472023677006, 0.6369597789200637]"
2753,siren,"[-482.1151974297938, 195.9426831326598, 41.26077890498845, 31.2023272903309, 9.489086415865064, 13.141801531157205, 2.715630892952657, -6.425749890403884, -2.2142678919305707, 9.824045900488745, 9.15478641777316, 6.239912596867895, 4.702892700874583, 2.4446125522239748, 0.5462504841283568, 0.28873090386112416, 5.280595691731868, 0.8892665811006307, 2.387656770384059, -0.5752825441705738]"
2754,siren,"[-473.0370482061093, 209.61905713990896, 40.35708756667695, 34.377624829434076, 9.838243787561716, 12.4231688410252, 1.7682045628766856, -7.218128649870371, -1.933696019909146, 11.438090237611513, 11.307915758374874, 7.722770429679314, 4.298224897142892, 2.546747846815673, 1.5183224047531036, -0.08437297910417077, 4.69817167311512, 0.5417695208610236, 3.129098478380324, -1.1447933366577525]"
2755,siren,"[-495.7548226637582, 202.97757059588096, 37.14504599044663, 29.366138723984573, 19.03088640024522, 12.907018360556227, 3.9883374076187024, -2.877781637350122, 1.330527889937448, 9.100606780432184, 4.46231714163834, 2.2586456822988787, 2.0317855652119823, 2.1395963117995556, 4.897672994613913, 3.1793731625045427, 3.7674936362522864, 2.9816931573716494, 7.108260023503522, 2.914622084642947]"
2756,siren,"[-509.33660453596576, 194.0872501135138, 34.60226298106027, 28.81210809903699, 17.26530348863828, 12.992741236893151, 4.0623540804177924, -3.5078790116988765, 1.7391408543378093, 10.980816916165685, 7.853058191617613, 6.628386761999737, 5.289834002518664, 2.796522068048427, 3.7790710041629167, 2.0782103676702564, 4.044462316717452, 2.423838754074224, 5.054476239787711, 2.331918951443582]"
2757,siren,"[-521.342022116319, 178.1787805583809, 39.94948043813666, 22.859459234920006, 15.429556477525775, 14.05998986635486, 2.4474704213352547, -7.18414403951746, -2.615002832285062, 5.522288430114428, 4.55965425958376, 5.366464196737441, 8.44267220148088, 8.163577067031829, 5.813706953659699, 4.543259299355792, 6.188787976039163, 3.7575241906149066, 5.54438007496512, 2.8999193774395735]"
2758,siren,"[-480.9014345426905, 203.52144279318162, 41.12906607554249, 35.15941303781269, 19.17976888198196, 14.271876265491496, 6.7151382063927905, -4.172178092307617, -0.24981239558198967, 10.001569629025067, 9.228099957691548, 7.23217433419744, 4.641586096482773, 3.4815240037645467, 3.4850325324871125, 0.6755084220757445, 2.2023061831609665, 1.4264607079107168, 3.636031325154224, -0.27588031341300107]"
2759,siren,"[-481.5724013349891, 203.22487073837488, 39.65307022707507, 37.21895447154027, 24.128939130717395, 15.81980741624592, 9.507680912032308, -2.4883077187748865, -0.9773209955734462, 7.751023266897474, 5.3716835447468885, 4.550059459101077, 4.124461020120308, 2.482315291895058, 3.667339736853976, 0.4279524320635103, 0.4151821066187406, 1.2928676344722203, 3.369500815931927, 0.2591306373097477]"
2760,siren,"[-475.11882995219315, 210.87328957775082, 30.415198258246374, 38.43472634956989, 19.77316734050451, 14.776547981277881, 7.751758973740179, -2.4845372395969743, 0.5998596077568347, 9.373802894964758, 6.51137991362217, 3.9587024215719713, 2.256012759197766, 0.9590389881813367, 2.790430835589905, -0.775385108108869, -0.4804423426596494, -0.0382465852200096, 4.75190658215229, 2.0362362350843357]"
2761,siren,"[-477.101795507713, 209.20126955347664, 34.67959506750085, 32.2770153427483, 18.877646127468402, 14.326270723209687, 4.182841296326758, -3.580567247812309, 0.6387969696764969, 8.218210418312426, 6.199826419184365, 3.360263521359764, 2.1572168800982787, 2.804979490153459, 3.6672927155094115, 1.7496102309930044, 2.6870658940677266, 1.2877897309936956, 6.0597070509302045, 1.7086358670952633]"
2762,siren,"[-480.07513166084516, 208.56989032975105, 37.11346720763743, 29.142743762117828, 15.720554856229228, 13.578910201552805, -1.1374861353068917, -6.391577164726909, -1.8016105833959901, 6.867194193458169, 6.06548555221084, 3.6516627028768016, 3.5755731793876353, 4.153573107793, 4.776398868953208, 3.806539469690081, 6.682624864717241, 2.2865871798711104, 5.952804939934709, 1.3437366142706477]"
2763,siren,"[-485.2605513777981, 207.08486472697277, 35.67622437739306, 29.446520458101133, 16.862263363089617, 13.8767022377184, 0.21309446706649768, -5.165899378941995, -1.5770116855806735, 7.38186486844302, 5.496404118427454, 3.2423603890707686, 4.477866779168286, 3.7418555983570108, 4.7947976064159485, 2.826679896102505, 5.335281414299498, 2.5920630106705693, 6.018681501640464, 2.3351207217768786]"
2764,siren,"[-494.49703864072177, 205.24595621909856, 37.55199037452869, 29.55727782990321, 19.914725778124144, 14.826400650441192, 3.284008257358407, -1.8424632723120853, 1.7903512727916187, 10.982035001647825, 6.297403224759604, 2.3408012148398387, 2.540890471636546, 0.6118027122431695, 1.7987395020574641, 1.298860297558885, 2.890227140635809, 2.5995889602872437, 7.263796647738572, 3.796300513292512]"
2765,siren,"[-494.6815975129714, 204.8162290138239, 39.82163904642395, 29.27907209825305, 19.98052353668923, 14.50205864661505, 3.5688106190654514, -2.7085500087899543, 0.8419738091122398, 9.641666336457067, 4.780632777888708, 0.9077616158830938, 1.2320522233936835, 0.9940792115117215, 3.3644270998128967, 3.124087965503831, 3.9229205656423853, 3.2245111493160237, 7.514308690205383, 3.569643855095931]"
2766,siren,"[-557.6597729083287, 147.08739591909472, 39.535244435168714, 13.924289465607187, 9.671609171154296, 11.2284097434622, 3.1490316028945617, -3.077169859929143, -1.055729935408475, 2.8487810616263576, -3.1898852471223798, -5.34283880458016, -2.0370343499810337, 2.2063551677612647, 4.650804186549287, 5.943082454140789, 7.234878133597006, 3.970005716863413, 7.0436799756488, 3.6347273885385483]"
2767,siren,"[-487.6152351808685, 200.22422360414382, 46.046450426371386, 36.88498373716597, 16.58303421599962, 16.150719236678253, 8.97358467819804, -0.38469136412825683, 1.4470856804166319, 11.238038755844151, 8.201761503455643, 3.8348652739708533, 0.9383908067458405, 0.026941525872033554, 0.7908967828901444, -0.24112253236420236, -0.48695409789477606, -0.665879794852191, 4.822369619860565, 0.676171694303428]"
2768,siren,"[-492.23956019399174, 204.15831692128566, 49.28006818987496, 36.66114300150964, 20.326312596666973, 15.964619610239678, 9.250868121098405, -0.6033050046462105, -0.03112246973935295, 8.907811070646913, 6.420945461841829, 1.769825580278522, 1.4893866881044913, 1.9963969334879503, 3.306700451668263, 2.486024966328385, 1.742922214903465, 1.9392114887053795, 5.1023547944660255, 0.5280863095477657]"
2769,siren,"[-473.4132519234215, 215.08601303377864, 39.51118803300961, 38.183204967782395, 19.653838752310445, 14.517464140450342, 10.354681894689673, -2.7049396830117542, -0.27944637532761424, 8.226545741769161, 5.727652600732354, 2.3047626608268987, 0.8706812169999927, 0.47766515366693973, 2.507115143406031, 1.7799172946984834, 1.1728665121508008, 1.9879045214974855, 5.179002632304289, 1.4451024710025624]"
2770,siren,"[-463.3250148488897, 213.9465335858077, 34.61037316942366, 36.41211594837994, 20.349261756483234, 12.881258754598674, 9.156835791547245, -3.8780770939740035, 0.69000243195716, 10.402285528848774, 7.625012870555307, 3.7479352314690204, 1.8015785335528365, 0.29454208430092244, 1.534178074478469, 0.7114290086288683, -0.1510907049750059, 1.3904668294321443, 4.73165020920204, 1.3901981351914345]"
2771,siren,"[-511.36931917041346, 54.12355896074094, -18.0616217463671, -9.718344592276374, -13.762679478711268, -18.68557892469226, -10.672802969124575, -14.174590851429752, -7.035304625381065, 6.835715641526296, 14.237821657855001, 14.257543820947314, 0.09326655950543859, -9.551228067154499, -2.4883530907249143, 2.9690431440738267, -1.179646266673023, -1.4365914937070445, 7.57397191086014, 13.332280528740725]"
2772,siren,"[-513.1268835740237, 58.14396409176911, -16.39497627551413, -5.9648233626640526, -11.055759919306478, -20.183562234877677, -10.091058173352517, -13.972095194349139, -13.12771180259486, -2.3491345154949252, 3.4603181398456, 6.93850905366383, 2.5481087161498186, -0.7485633984011811, 6.927202833505289, 8.28841889837046, 0.4573683612294357, 0.9446782091297232, 9.313327124846321, 11.561256595832843]"
2773,siren,"[-527.2880864426153, 48.349401014149215, -14.16599026024025, -6.9228664868961545, -15.157450794203369, -22.193851520142193, -13.111975134155626, -14.42622016662842, -6.138625625754657, 7.666120363827154, 14.53543303048523, 18.106361946566956, 8.705729764601415, -1.077466221734266, 3.1857441282488894, 6.206273455944416, 2.13243562670365, 0.8776506383196037, 4.310338488544289, 6.5844012194227535]"
2774,siren,"[-529.799761674089, 61.265037156246116, -13.195652256486087, -5.197736828650187, -14.125851107550295, -18.105351532766118, -9.779557377679186, -17.79643259674903, -13.787065590046616, -4.4665713323906555, 3.2066802496817357, 12.78993354245558, 8.605388569189603, 2.998572024765839, 5.017988254812835, 3.663936772130361, 0.7522243594909889, 0.9674750689600278, 3.59430861230314, 7.3166300135602835]"
2775,siren,"[-534.6394553118234, 55.76827840933856, -16.217729742950855, -5.501016772109059, -13.69762783958701, -17.628856524477055, -9.29674417805923, -13.33186187748342, -4.917569092656085, 5.516123492204789, 13.538037941293606, 17.092728665363676, 2.728478335257768, -6.778241126633539, -3.2915504375747515, -2.99378917764876, -5.620795326299071, -1.9435940913021907, 9.014797598431663, 15.805010320976269]"
